Date,Adj Close,Close,High,Low,Open,Volume,Date
2002-12-16,60.43204116821289,91.6500015258789,91.79000091552734,89.66000366210938,89.81999969482422,37098400,2002-12-16
2002-12-17,59.90457534790039,90.8499984741211,91.73999786376953,90.73999786376953,91.37000274658203,32353900,2002-12-17
2002-12-18,59.21221923828125,89.80000305175781,90.4000015258789,89.33000183105469,90.31999969482422,35612600,2002-12-18
2002-12-19,58.790164947509766,89.16000366210938,90.69999694824219,88.5999984741211,89.3499984741211,39264200,2002-12-19
2002-12-20,59.62908172607422,89.98999786376953,90.0199966430664,89.0999984741211,89.19999694824219,31176900,2002-12-20
2002-12-23,59.64894104003906,90.0199966430664,90.47000122070312,89.30999755859375,89.58999633789062,22599300,2002-12-23
2002-12-24,59.20497512817383,89.3499984741211,89.86000061035156,89.25,89.58999633789062,10937000,2002-12-24
2002-12-26,59.23148727416992,89.38999938964844,90.61000061035156,88.83999633789062,89.69999694824219,17485600,2002-12-26
2002-12-27,57.89963150024414,87.37999725341797,89.29000091552734,87.37999725341797,88.95999908447266,22205700,2002-12-27
2002-12-30,58.38335037231445,88.11000061035156,88.47000122070312,87.22000122070312,87.79000091552734,29968000,2002-12-30
2002-12-31,58.46286392211914,88.2300033569336,88.43000030517578,87.11000061035156,87.98999786376953,34036600,2002-12-31
2003-01-02,60.344688415527344,91.06999969482422,91.30000305175781,88.54000091552734,88.8499984741211,44516300,2003-01-02
2003-01-03,60.530208587646484,91.3499984741211,91.37999725341797,90.5,90.91000366210938,32222600,2003-01-03
2003-01-06,61.59705352783203,92.95999908447266,93.48999786376953,91.16999816894531,91.23999786376953,40984500,2003-01-06
2003-01-07,61.44466018676758,92.7300033569336,93.37000274658203,92.19999694824219,92.9000015258789,38640400,2003-01-07
2003-01-08,60.55672836303711,91.38999938964844,92.4000015258789,91.05000305175781,92.19999694824219,38702200,2003-01-08
2003-01-09,61.497650146484375,92.80999755859375,93.18000030517578,91.41000366210938,91.81999969482422,34804900,2003-01-09
2003-01-10,61.66331100463867,93.05999755859375,93.63999938964844,91.80000305175781,91.94999694824219,37768900,2003-01-10
2003-01-13,61.6434440612793,93.02999877929688,93.86000061035156,92.44000244140625,93.54000091552734,31649900,2003-01-13
2003-01-14,61.84221267700195,93.33000183105469,93.83000183105469,92.41000366210938,92.69000244140625,30733000,2003-01-14
2003-01-15,61.2259635925293,92.4000015258789,93.56999969482422,91.91000366210938,93.54000091552734,33511800,2003-01-15
2003-01-16,60.97420120239258,92.0199966430664,92.93000030517578,91.44999694824219,92.5,44812100,2003-01-16
2003-01-17,60.07301712036133,90.66000366210938,92.30000305175781,90.1500015258789,90.98999786376953,35618300,2003-01-17
2003-01-21,59.13871765136719,89.25,90.91999816894531,88.94999694824219,90.87000274658203,36826200,2003-01-21
2003-01-22,58.423091888427734,88.16999816894531,89.80000305175781,88.0,88.7699966430664,42286500,2003-01-22
2003-01-23,58.78092575073242,88.70999908447266,89.37999725341797,87.94999694824219,88.75,55919800,2003-01-23
2003-01-24,57.236995697021484,86.37999725341797,88.68000030517578,86.16999816894531,88.58999633789062,68633900,2003-01-24
2003-01-27,56.45512008666992,85.19999694824219,86.80000305175781,84.5,85.7300033569336,57884400,2003-01-27
2003-01-28,56.872554779052734,85.83000183105469,86.4000015258789,85.12999725341797,85.62999725341797,46929100,2003-01-28
2003-01-29,57.30329895019531,86.4800033569336,87.18000030517578,84.7699966430664,85.41999816894531,53712200,2003-01-29
2003-01-30,55.94491195678711,84.43000030517578,86.87999725341797,84.4000015258789,86.79000091552734,49845900,2003-01-30
2003-01-31,57.024993896484375,86.05999755859375,86.20999908447266,84.1500015258789,84.1500015258789,55317000,2003-01-31
2003-02-03,57.137638092041016,86.2300033569336,86.80999755859375,85.91999816894531,86.13999938964844,39696000,2003-02-03
2003-02-04,56.57442092895508,85.37999725341797,85.75,84.30000305175781,85.30999755859375,43633400,2003-02-04
2003-02-05,56.22320556640625,84.8499984741211,86.54000091552734,84.4800033569336,85.75,55270600,2003-02-05
2003-02-06,55.95814514160156,84.44999694824219,84.88999938964844,83.6500015258789,84.37000274658203,53638000,2003-02-06
2003-02-07,55.27565383911133,83.41999816894531,84.98999786376953,82.97000122070312,84.91000366210938,43165000,2003-02-07
2003-02-10,55.66659927368164,84.01000213623047,84.12999725341797,82.6500015258789,83.45999908447266,45455900,2003-02-10
2003-02-11,55.2823371887207,83.43000030517578,84.87999725341797,82.83000183105469,84.37000274658203,46861000,2003-02-11
2003-02-12,54.40101623535156,82.0999984741211,83.62000274658203,82.08999633789062,83.16000366210938,35873600,2003-02-12
2003-02-13,54.566673278808594,82.3499984741211,82.66000366210938,81.0,82.1500015258789,57934100,2003-02-13
2003-02-14,55.7593879699707,84.1500015258789,84.19999694824219,81.81999969482422,82.37000274658203,59580900,2003-02-14
2003-02-18,56.74006271362305,85.62999725341797,85.80000305175781,84.38999938964844,84.52999877929688,39492700,2003-02-18
2003-02-19,56.441871643066406,85.18000030517578,85.47000122070312,84.27999877929688,85.31999969482422,31432000,2003-02-19
2003-02-20,55.8786506652832,84.33000183105469,85.41999816894531,84.05000305175781,85.20999908447266,29280100,2003-02-20
2003-02-21,56.441871643066406,85.18000030517578,85.73999786376953,83.45999908447266,84.37999725341797,60955800,2003-02-21
2003-02-24,55.52747344970703,83.80000305175781,85.0,83.58999633789062,84.93000030517578,30628600,2003-02-24
2003-02-25,55.9714241027832,84.47000122070312,84.48999786376953,82.22000122070312,82.94999694824219,56770600,2003-02-25
2003-02-26,55.156402587890625,83.23999786376953,84.52999877929688,83.08000183105469,84.0199966430664,37787200,2003-02-26
2003-02-27,55.885284423828125,84.33999633789062,84.75,83.16000366210938,83.69999694824219,51126000,2003-02-27
2003-02-28,56.256351470947266,84.9000015258789,85.2300033569336,84.16000366210938,84.47000122070312,43666800,2003-02-28
2003-03-03,55.71962356567383,84.08999633789062,85.77999877929688,83.72000122070312,85.26000213623047,42923100,2003-03-03
2003-03-04,54.83171081542969,82.75,84.01000213623047,82.6500015258789,83.94999694824219,31440500,2003-03-04
2003-03-05,55.29555130004883,83.44999694824219,83.54000091552734,82.36000061035156,82.61000061035156,43974700,2003-03-05
2003-03-06,54.83171081542969,82.75,83.5199966430664,82.47000122070312,82.87000274658203,41217700,2003-03-06
2003-03-07,55.20940399169922,83.31999969482422,83.98999786376953,81.43000030517578,81.61000061035156,63538000,2003-03-07
2003-03-10,53.884159088134766,81.31999969482422,82.86000061035156,81.0999984741211,82.5999984741211,41014100,2003-03-10
2003-03-11,53.354068756103516,80.5199966430664,82.0,80.4800033569336,81.4800033569336,48102700,2003-03-11
2003-03-12,53.71189880371094,81.05999755859375,81.0999984741211,79.37999725341797,80.37999725341797,62459800,2003-03-12
2003-03-13,55.56724548339844,83.86000061035156,83.91000366210938,81.52999877929688,82.18000030517578,72117800,2003-03-13
2003-03-14,55.746116638183594,84.12999725341797,84.7699966430664,83.3499984741211,84.19999694824219,63951800,2003-03-14
2003-03-17,57.5020637512207,86.77999877929688,86.94999694824219,83.22000122070312,83.45999908447266,88217500,2003-03-17
2003-03-18,57.840030670166016,87.29000091552734,87.3499984741211,86.27999877929688,87.1500015258789,50792300,2003-03-18
2003-03-19,58.28396224975586,87.95999908447266,88.16000366210938,86.68000030517578,87.27999877929688,49630800,2003-03-19
2003-03-20,58.409847259521484,88.1500015258789,88.58999633789062,86.3499984741211,87.33000183105469,67321600,2003-03-20
2003-03-21,59.656612396240234,89.66999816894531,89.87999725341797,87.93000030517578,88.80000305175781,71165300,2003-03-21
2003-03-24,57.67404556274414,86.69000244140625,88.13999938964844,86.3499984741211,88.0199966430664,65398900,2003-03-24
2003-03-25,58.22623062133789,87.5199966430664,88.26000213623047,86.44000244140625,86.73999786376953,61040100,2003-03-25
2003-03-26,57.93350601196289,87.08000183105469,87.8499984741211,86.80000305175781,87.55999755859375,45740800,2003-03-26
2003-03-27,57.98006057739258,87.1500015258789,87.66000366210938,85.98999786376953,86.4000015258789,53120200,2003-03-27
2003-03-28,57.68733215332031,86.70999908447266,87.27999877929688,86.25,86.47000122070312,32583000,2003-03-28
2003-03-31,56.376747131347656,84.73999786376953,86.58999633789062,84.4000015258789,85.3499984741211,61119500,2003-03-31
2003-04-01,57.241615295410156,86.04000091552734,86.38999938964844,84.91000366210938,85.25,53574000,2003-04-01
2003-04-02,58.62541198730469,88.12000274658203,88.7699966430664,87.5,87.54000091552734,50431200,2003-04-02
2003-04-03,58.345977783203125,87.69999694824219,88.98999786376953,87.6500015258789,88.87000274658203,48755500,2003-04-03
2003-04-04,58.691959381103516,88.22000122070312,88.58999633789062,87.62000274658203,88.43000030517578,36250100,2003-04-04
2003-04-07,58.578857421875,88.05000305175781,90.8499984741211,87.97000122070312,90.33999633789062,69776200,2003-04-07
2003-04-08,58.6719856262207,88.19000244140625,88.6500015258789,87.70999908447266,88.30000305175781,39712700,2003-04-08
2003-04-09,57.900203704833984,87.02999877929688,89.0999984741211,86.7699966430664,88.36000061035156,55647300,2003-04-09
2003-04-10,58.21957015991211,87.51000213623047,87.62999725341797,85.70999908447266,87.08999633789062,41812400,2003-04-10
2003-04-11,57.98006057739258,87.1500015258789,88.69999694824219,86.86000061035156,88.16000366210938,47730100,2003-04-11
2003-04-14,59.1776008605957,88.94999694824219,89.0,87.0,87.47000122070312,36711700,2003-04-14
2003-04-15,59.729793548583984,89.77999877929688,89.77999877929688,88.41999816894531,88.83999633789062,49709800,2003-04-15
2003-04-16,58.71189880371094,88.25,90.05999755859375,88.02999877929688,89.91000366210938,51788000,2003-04-16
2003-04-17,59.58342742919922,89.55999755859375,89.72000122070312,88.19000244140625,88.30000305175781,37403100,2003-04-17
2003-04-21,59.643333435058594,89.6500015258789,90.16000366210938,89.05999755859375,89.86000061035156,32052700,2003-04-21
2003-04-22,60.767635345458984,91.33999633789062,91.55999755859375,88.88999938964844,89.0999984741211,59763600,2003-04-22
2003-04-23,61.32646560668945,92.18000030517578,92.3499984741211,91.23999786376953,91.62000274658203,44227100,2003-04-23
2003-04-24,60.780948638916016,91.36000061035156,92.08000183105469,90.95999908447266,91.52999877929688,49692400,2003-04-24
2003-04-25,60.0291862487793,90.2300033569336,91.47000122070312,90.0199966430664,91.30000305175781,43917200,2003-04-25
2003-04-28,61.06703186035156,91.79000091552734,92.19000244140625,90.30000305175781,90.44000244140625,46432900,2003-04-28
2003-04-29,61.27989196777344,92.11000061035156,92.80000305175781,91.4000015258789,92.13999938964844,52017100,2003-04-29
2003-04-30,61.1468505859375,91.91000366210938,92.56999969482422,91.41000366210938,91.91000366210938,48709100,2003-04-30
2003-05-01,61.140220642089844,91.9000015258789,92.7300033569336,90.5,91.91999816894531,50240400,2003-05-01
2003-05-02,62.011749267578125,93.20999908447266,93.47000122070312,91.48999786376953,91.55999755859375,50201500,2003-05-02
2003-05-05,61.891990661621094,93.02999877929688,93.77999877929688,92.5,93.47000122070312,35437800,2003-05-05
2003-05-06,62.47743225097656,93.91000366210938,94.37999725341797,93.0,93.04000091552734,44401000,2003-05-06
2003-05-07,62.131500244140625,93.38999938964844,94.13999938964844,92.97000122070312,93.41999816894531,41413100,2003-05-07
2003-05-08,61.50612258911133,92.44999694824219,93.33000183105469,92.27999877929688,92.5199966430664,40570700,2003-05-08
2003-05-09,62.35767364501953,93.7300033569336,93.80000305175781,92.61000061035156,92.83000183105469,33608100,2003-05-09
2003-05-12,63.12278366088867,94.87999725341797,95.12000274658203,93.27999877929688,93.5,35662300,2003-05-12
2003-05-13,63.00967788696289,94.70999908447266,95.18000030517578,94.26000213623047,94.52999877929688,39253600,2003-05-13
2003-05-14,62.87659454345703,94.51000213623047,95.23999786376953,93.91000366210938,95.08999633789062,32195100,2003-05-14
2003-05-15,63.2757682800293,95.11000061035156,95.33000183105469,94.25,94.88999938964844,43879200,2003-05-15
2003-05-16,63.11612319946289,94.87000274658203,95.44999694824219,94.26000213623047,94.88999938964844,38905000,2003-05-16
2003-05-19,61.63917922973633,92.6500015258789,94.41999816894531,92.33000183105469,94.1500015258789,41606000,2003-05-19
2003-05-20,61.51276779174805,92.45999908447266,93.02999877929688,91.58999633789062,92.81999969482422,55404600,2003-05-20
2003-05-21,61.63917922973633,92.6500015258789,92.87999725341797,91.91000366210938,92.11000061035156,49333800,2003-05-21
2003-05-22,62.251220703125,93.56999969482422,94.05000305175781,92.68000030517578,92.94999694824219,38421800,2003-05-22
2003-05-23,62.37763977050781,93.76000213623047,93.9800033569336,93.13999938964844,93.52999877929688,26155900,2003-05-23
2003-05-27,63.46870803833008,95.4000015258789,95.83999633789062,93.06999969482422,93.30000305175781,43719200,2003-05-27
2003-05-28,63.648338317871094,95.66999816894531,96.47000122070312,95.43000030517578,95.8499984741211,37727100,2003-05-28
2003-05-29,63.482025146484375,95.41999816894531,96.81999969482422,95.08000183105469,95.87999725341797,50844200,2003-05-29
2003-05-30,64.49994659423828,96.94999694824219,97.08999633789062,95.55999755859375,95.9000015258789,52529500,2003-05-30
2003-06-02,64.76607513427734,97.3499984741211,98.44999694824219,96.66999816894531,97.52999877929688,50305500,2003-06-02
2003-06-03,65.03215789794922,97.75,97.83999633789062,96.8499984741211,97.1500015258789,38254500,2003-06-03
2003-06-04,65.97020721435547,99.16000366210938,99.3499984741211,97.56999969482422,97.66000366210938,49360700,2003-06-04
2003-06-05,66.29620361328125,99.6500015258789,99.6500015258789,98.2699966430664,98.58000183105469,46262400,2003-06-05
2003-06-06,66.03678894042969,99.26000213623047,101.4000015258789,99.12999725341797,100.4000015258789,60356800,2003-06-06
2003-06-09,65.3647689819336,98.25,99.0999984741211,97.7699966430664,98.7699966430664,37808500,2003-06-09
2003-06-10,66.03009033203125,99.25,99.26000213623047,98.19000244140625,98.45999908447266,29965900,2003-06-10
2003-06-11,66.7286605834961,100.30000305175781,100.38999938964844,98.70999908447266,99.16000366210938,37610200,2003-06-11
2003-06-12,66.93486785888672,100.61000061035156,100.9000015258789,99.62000274658203,100.75,36442000,2003-06-12
2003-06-13,66.23631286621094,99.55999755859375,100.75,98.94999694824219,100.61000061035156,48628300,2003-06-13
2003-06-16,67.63343048095703,101.66000366210938,101.69999694824219,99.80000305175781,99.95999908447266,36326300,2003-06-16
2003-06-17,67.63343048095703,101.66000366210938,102.18000030517578,101.2300033569336,102.06999969482422,36801800,2003-06-17
2003-06-18,67.57356262207031,101.56999969482422,102.13999938964844,101.0,101.29000091552734,35521000,2003-06-18
2003-06-19,66.54239654541016,100.0199966430664,101.7300033569336,99.83999633789062,101.63999938964844,43551700,2003-06-19
2003-06-20,66.39544677734375,99.44000244140625,100.5,99.41999816894531,100.38999938964844,41545000,2003-06-20
2003-06-23,65.71443939208984,98.41999816894531,99.66000366210938,97.91999816894531,99.44999694824219,34237500,2003-06-23
2003-06-24,65.78118133544922,98.5199966430664,99.08999633789062,98.0199966430664,98.22000122070312,36213600,2003-06-24
2003-06-25,65.12018585205078,97.52999877929688,99.44000244140625,97.52999877929688,98.52999877929688,47743400,2003-06-25
2003-06-26,65.96814727783203,98.80000305175781,98.9800033569336,96.95999908447266,97.77999877929688,33477300,2003-06-26
2003-06-27,65.20695495605469,97.66000366210938,99.19000244140625,97.58000183105469,98.75,54208800,2003-06-27
2003-06-30,65.18693542480469,97.62999725341797,98.66999816894531,97.47000122070312,98.22000122070312,33349000,2003-06-30
2003-07-01,65.787841796875,98.52999877929688,98.8499984741211,96.43000030517578,97.25,51322800,2003-07-01
2003-07-02,66.61581420898438,99.7699966430664,99.79000091552734,98.56999969482422,98.7699966430664,34662100,2003-07-02
2003-07-03,65.92809295654297,98.73999786376953,99.8499984741211,97.9000015258789,99.06999969482422,30792800,2003-07-03
2003-07-07,67.23677062988281,100.69999694824219,100.9000015258789,99.6500015258789,99.6500015258789,31391100,2003-07-07
2003-07-08,67.53724670410156,101.1500015258789,101.29000091552734,100.16999816894531,100.5,30952500,2003-07-08
2003-07-09,67.15664672851562,100.58000183105469,101.4000015258789,100.02999877929688,100.91999816894531,36528500,2003-07-09
2003-07-10,66.302001953125,99.30000305175781,100.04000091552734,98.62999725341797,99.83999633789062,49777700,2003-07-10
2003-07-11,66.92959594726562,100.23999786376953,100.44999694824219,99.38999938964844,99.38999938964844,39976300,2003-07-11
2003-07-14,67.25682067871094,100.7300033569336,101.9000015258789,100.44999694824219,101.19999694824219,42114900,2003-07-14
2003-07-15,67.10989379882812,100.51000213623047,101.45999908447266,99.94999694824219,101.37999725341797,42573600,2003-07-15
2003-07-16,66.7159652709961,99.91999816894531,100.87000274658203,99.2300033569336,100.80999755859375,39894200,2003-07-16
2003-07-17,65.767822265625,98.5,99.87999725341797,98.16000366210938,99.1500015258789,52253500,2003-07-17
2003-07-18,66.44222259521484,99.51000213623047,99.80000305175781,98.45999908447266,99.0199966430664,35698100,2003-07-18
2003-07-21,65.62094116210938,98.27999877929688,99.48999786376953,97.8499984741211,99.44999694824219,34786000,2003-07-21
2003-07-22,66.21522521972656,99.16999816894531,99.41000366210938,97.91999816894531,98.69000244140625,49968300,2003-07-22
2003-07-23,66.26193237304688,99.23999786376953,99.44999694824219,98.27999877929688,99.20999908447266,37275400,2003-07-23
2003-07-24,65.76117706298828,98.48999786376953,100.33999633789062,98.37000274658203,99.98999786376953,40896200,2003-07-24
2003-07-25,66.92291259765625,100.2300033569336,100.29000091552734,98.04000091552734,98.66000366210938,43241100,2003-07-25
2003-07-28,66.67591857910156,99.86000061035156,100.9800033569336,99.66999816894531,100.37000274658203,34382800,2003-07-28
2003-07-29,66.36875915527344,99.4000015258789,100.26000213623047,98.68000030517578,100.13999938964844,53472100,2003-07-29
2003-07-30,66.20853424072266,99.16000366210938,99.75,98.93000030517578,99.5999984741211,28363300,2003-07-30
2003-07-31,66.36209869384766,99.38999938964844,100.91000366210938,99.16999816894531,99.9800033569336,54937200,2003-07-31
2003-08-01,65.77452087402344,98.51000213623047,99.52999877929688,98.23999786376953,99.19000244140625,49321000,2003-08-01
2003-08-04,65.77452087402344,98.51000213623047,99.0,97.0,98.30999755859375,55214100,2003-08-04
2003-08-05,64.37901306152344,96.41999816894531,98.76000213623047,96.33999633789062,98.41000366210938,61415600,2003-08-05
2003-08-06,64.75294494628906,96.9800033569336,98.05999755859375,96.41999816894531,96.69000244140625,50096900,2003-08-06
2003-08-07,65.4339828491211,98.0,98.06999969482422,96.76000213623047,97.16999816894531,43427400,2003-08-07
2003-08-08,65.62094116210938,98.27999877929688,98.55000305175781,97.76000213623047,98.31999969482422,27357300,2003-08-08
2003-08-11,65.86799621582031,98.6500015258789,99.04000091552734,97.83999633789062,98.26000213623047,34631400,2003-08-11
2003-08-12,66.46895599365234,99.55000305175781,99.58999633789062,98.41999816894531,98.70999908447266,43285600,2003-08-12
2003-08-13,66.12841796875,99.04000091552734,99.8499984741211,98.52999877929688,99.81999969482422,36152000,2003-08-13
2003-08-14,66.30867767333984,99.30999755859375,99.75,98.44999694824219,99.0999984741211,35525100,2003-08-14
2003-08-15,66.51566314697266,99.62000274658203,99.79000091552734,99.12000274658203,99.36000061035156,12567000,2003-08-15
2003-08-18,67.08988952636719,100.4800033569336,100.5999984741211,99.73999786376953,99.93000030517578,22873800,2003-08-18
2003-08-19,67.34361267089844,100.86000061035156,100.94000244140625,100.0,100.69000244140625,37437700,2003-08-19
2003-08-20,67.06982421875,100.44999694824219,100.88999938964844,100.16000366210938,100.29000091552734,21295300,2003-08-20
2003-08-21,67.28347778320312,100.7699966430664,101.5199966430664,100.4000015258789,101.05000305175781,46494200,2003-08-21
2003-08-22,66.61581420898438,99.7699966430664,101.81999969482422,99.7300033569336,101.75,52040300,2003-08-22
2003-08-25,66.72261810302734,99.93000030517578,100.83000183105469,99.27999877929688,99.70999908447266,23473000,2003-08-25
2003-08-26,66.84280395507812,100.11000061035156,100.38999938964844,98.83000183105469,99.5,45065800,2003-08-26
2003-08-27,66.86287689208984,100.13999938964844,100.36000061035156,99.56999969482422,100.05000305175781,18919500,2003-08-27
2003-08-28,67.27684020996094,100.76000213623047,101.0,99.66000366210938,100.4000015258789,27402400,2003-08-28
2003-08-29,67.73088073730469,101.44000244140625,101.4800033569336,100.4800033569336,100.61000061035156,28706600,2003-08-29
2003-09-02,68.6388931274414,102.80000305175781,102.87999725341797,101.05000305175781,101.63999938964844,49419100,2003-09-02
2003-09-03,69.01280212402344,103.36000061035156,103.69999694824219,102.77999877929688,103.02999877929688,44912400,2003-09-03
2003-09-04,69.04619598388672,103.41000366210938,103.55000305175781,102.76000213623047,103.0999984741211,28381000,2003-09-04
2003-09-05,68.65895080566406,102.83000183105469,103.55000305175781,102.4000015258789,102.94000244140625,31637300,2003-09-05
2003-09-08,69.22647094726562,103.68000030517578,103.87999725341797,102.93000030517578,103.04000091552734,32632800,2003-09-08
2003-09-09,68.77246856689453,103.0,103.45999908447266,102.68000030517578,103.37000274658203,35053200,2003-09-09
2003-09-10,68.07807159423828,101.95999908447266,102.80000305175781,101.55000305175781,102.52999877929688,45904900,2003-09-10
2003-09-11,68.27838897705078,102.26000213623047,102.76000213623047,101.83999633789062,102.0999984741211,38396300,2003-09-11
2003-09-12,68.40524291992188,102.44999694824219,102.63999938964844,101.3499984741211,101.91000366210938,42524800,2003-09-12
2003-09-15,68.16488647460938,102.08999633789062,102.62999725341797,101.94999694824219,102.5199966430664,21312800,2003-09-15
2003-09-16,69.15973663330078,103.58000183105469,103.63999938964844,102.16999816894531,102.2300033569336,37892600,2003-09-16
2003-09-17,69.02621459960938,103.37999725341797,103.79000091552734,103.05000305175781,103.4800033569336,31885800,2003-09-17
2003-09-18,69.84075927734375,104.5999984741211,104.69999694824219,103.16999816894531,103.4000015258789,30243600,2003-09-18
2003-09-19,69.4854965209961,103.66999816894531,104.5999984741211,103.4000015258789,104.2699966430664,34331600,2003-09-19
2003-09-22,68.73483276367188,102.55000305175781,102.95999908447266,102.02999877929688,102.8499984741211,36677400,2003-09-22
2003-09-23,68.99624633789062,102.94000244140625,103.29000091552734,102.36000061035156,102.58999633789062,32489200,2003-09-23
2003-09-24,67.76969909667969,101.11000061035156,103.22000122070312,101.06999969482422,103.12000274658203,41694700,2003-09-24
2003-09-25,67.21334838867188,100.27999877929688,101.87999725341797,100.19999694824219,101.41000366210938,52673100,2003-09-25
2003-09-26,66.99214172363281,99.94999694824219,100.66000366210938,99.8499984741211,100.44000244140625,42914700,2003-09-26
2003-09-29,67.64901733398438,100.93000030517578,100.98999786376953,99.79000091552734,100.30000305175781,36771600,2003-09-29
2003-09-30,66.99214172363281,99.94999694824219,100.76000213623047,99.25,100.4800033569336,70764500,2003-09-30
2003-10-01,68.41985321044922,102.08000183105469,102.18000030517578,100.19999694824219,100.23999786376953,65797600,2003-10-01
2003-10-02,68.6678237915039,102.44999694824219,102.55999755859375,101.62999725341797,101.93000030517578,44591500,2003-10-02
2003-10-03,69.2978515625,103.38999938964844,104.27999877929688,103.08000183105469,103.66999816894531,48806900,2003-10-03
2003-10-06,69.61292266845703,103.86000061035156,103.98999786376953,103.19999694824219,103.4800033569336,20226500,2003-10-06
2003-10-07,69.8810043334961,104.26000213623047,104.30999755859375,102.91000366210938,103.26000213623047,42602900,2003-10-07
2003-10-08,69.70668029785156,104.0,104.38999938964844,103.41000366210938,104.33000183105469,30920800,2003-10-08
2003-10-09,69.8944091796875,104.27999877929688,105.22000122070312,103.83000183105469,104.87999725341797,40066500,2003-10-09
2003-10-10,70.0887451171875,104.56999969482422,104.5999984741211,103.91000366210938,104.2699966430664,22682800,2003-10-10
2003-10-13,70.3099365234375,104.9000015258789,105.29000091552734,104.51000213623047,104.70999908447266,23825600,2003-10-13
2003-10-14,70.5579833984375,105.2699966430664,105.43000030517578,104.36000061035156,104.80000305175781,38484400,2003-10-14
2003-10-15,70.37027740478516,104.98999786376953,105.88999938964844,104.63999938964844,105.86000061035156,39021700,2003-10-15
2003-10-16,70.65176391601562,105.41000366210938,105.7300033569336,104.6500015258789,104.68000030517578,32772200,2003-10-16
2003-10-17,69.8810043334961,104.26000213623047,105.62999725341797,103.9800033569336,105.47000122070312,32790300,2003-10-17
2003-10-20,70.40376281738281,105.04000091552734,105.04000091552734,103.94000244140625,104.44999694824219,27657000,2003-10-20
2003-10-21,70.28309631347656,104.86000061035156,105.27999877929688,104.31999969482422,104.81999969482422,26729100,2003-10-21
2003-10-22,69.39842987060547,103.54000091552734,104.19000244140625,103.19000244140625,104.02999877929688,33914500,2003-10-22
2003-10-23,69.27107238769531,103.3499984741211,103.94999694824219,102.83999633789062,102.88999938964844,45830500,2003-10-23
2003-10-24,69.42523193359375,103.58000183105469,103.58000183105469,102.18000030517578,102.83000183105469,51723600,2003-10-24
2003-10-27,69.4587173461914,103.62999725341797,104.18000030517578,103.2699966430664,103.73999786376953,32460200,2003-10-27
2003-10-28,70.40376281738281,105.04000091552734,105.1500015258789,103.81999969482422,103.9800033569336,34956200,2003-10-28
2003-10-29,70.49761962890625,105.18000030517578,105.43000030517578,103.87000274658203,104.7699966430664,30955400,2003-10-29
2003-10-30,70.64508819580078,105.4000015258789,105.97000122070312,104.80000305175781,105.79000091552734,39123100,2003-10-30
2003-10-31,70.57806396484375,105.30000305175781,105.73999786376953,105.22000122070312,105.4000015258789,25761600,2003-10-31
2003-11-03,71.04053497314453,105.98999786376953,106.61000061035156,105.70999908447266,105.75,37589300,2003-11-03
2003-11-04,70.88636779785156,105.76000213623047,106.2699966430664,105.58000183105469,105.98999786376953,31421600,2003-11-04
2003-11-05,70.93998718261719,105.83999633789062,105.97000122070312,104.9000015258789,105.48999786376953,33558800,2003-11-05
2003-11-06,71.31532287597656,106.4000015258789,106.44000244140625,105.0999984741211,105.5999984741211,28392300,2003-11-06
2003-11-07,70.78582000732422,105.61000061035156,106.72000122070312,105.56999969482422,106.63999938964844,31723200,2003-11-07
2003-11-10,70.49761962890625,105.18000030517578,105.83999633789062,105.01000213623047,105.73999786376953,25530800,2003-11-10
2003-11-11,70.4775161743164,105.1500015258789,105.33000183105469,104.80000305175781,105.08999633789062,26558600,2003-11-11
2003-11-12,71.2684097290039,106.33000183105469,106.47000122070312,105.16000366210938,105.2300033569336,28000000,2003-11-12
2003-11-13,71.28850555419922,106.36000061035156,106.54000091552734,105.77999877929688,106.01000213623047,29714800,2003-11-13
2003-11-14,70.68531036376953,105.45999908447266,106.94999694824219,105.29000091552734,106.4000015258789,49158500,2003-11-14
2003-11-17,70.3300552368164,104.93000030517578,105.13999938964844,104.04000091552734,104.91000366210938,44382100,2003-11-17
2003-11-18,69.59950256347656,103.83999633789062,105.44999694824219,103.69999694824219,105.23999786376953,41155000,2003-11-18
2003-11-19,70.18931579589844,104.72000122070312,105.01000213623047,103.91999816894531,104.02999877929688,29827000,2003-11-19
2003-11-20,69.55925750732422,103.77999877929688,105.23999786376953,103.75,104.0,53578700,2003-11-20
2003-11-21,69.84746551513672,104.20999908447266,104.33000183105469,103.62000274658203,104.23999786376953,30016000,2003-11-21
2003-11-24,70.77243041992188,105.58999633789062,105.77999877929688,104.68000030517578,104.69000244140625,28906400,2003-11-24
2003-11-25,71.04053497314453,105.98999786376953,106.41999816894531,105.44999694824219,105.7300033569336,37580000,2003-11-25
2003-11-26,71.29523468017578,106.37000274658203,106.44999694824219,105.38999938964844,106.41999816894531,33053600,2003-11-26
2003-11-28,71.34886932373047,106.44999694824219,106.66000366210938,106.19999694824219,106.27999877929688,10507500,2003-11-28
2003-12-01,72.11966705322266,107.5999984741211,107.68000030517578,106.80000305175781,106.8499984741211,38699000,2003-12-01
2003-12-02,71.93868255615234,107.33000183105469,107.7699966430664,107.06999969482422,107.37999725341797,35352000,2003-12-02
2003-12-03,71.82472229003906,107.16000366210938,108.08000183105469,107.06999969482422,107.6500015258789,39078600,2003-12-03
