Date,Adj_Close_SPY,Close_SPY,High_SPY,Low_SPY,Open_SPY,Volume_SPY
1999-01-04,77.34529113769531,123.03125,125.21875,121.71875,123.375,9450400
1999-01-05,78.22936248779297,124.4375,124.875,122.9375,122.9375,8031000
1999-01-06,80.11534118652344,127.4375,127.75,125.75,125.8125,7737700
1999-01-07,79.72241973876953,126.8125,127.21875,125.78125,126.375,5504900
1999-01-08,80.3117904663086,127.75,128.5,125.96875,128.1875,6224400
1999-01-11,79.5456314086914,126.53125,127.6875,125.21875,127.6875,7578300
1999-01-12,78.11146545410156,124.25,126.21875,123.75,126.21875,7768800
1999-01-13,77.5614013671875,123.375,125.125,120.375,120.40625,10810600
1999-01-14,76.20581817626953,121.21875,123.90625,120.90625,123.625,11400700
1999-01-15,78.19007110595703,124.375,124.78125,122.0625,122.375,7817700
1999-01-19,78.70083618164062,125.1875,125.625,123.5,125.296875,6535100
1999-01-20,79.3294906616211,126.1875,127.9375,125.03125,126.09375,6534400
1999-01-21,77.22743225097656,122.84375,125.84375,122.59375,125.578125,6937500
1999-01-22,77.05059814453125,122.5625,123.84375,121.78125,122.125,7522300
1999-01-25,77.83646392822266,123.8125,124.0,121.90625,123.28125,5700300
1999-01-26,79.2509536743164,126.0625,126.0625,123.625,124.125,6047000
1999-01-27,78.32755279541016,124.59375,126.625,124.15625,126.375,7399400
1999-01-28,79.64384460449219,126.6875,126.96875,125.1875,125.25,5961700
1999-01-29,80.25287628173828,127.65625,128.296875,125.40625,127.34375,6456800
1999-02-01,79.78135681152344,126.90625,128.6875,126.90625,128.6875,9426800
1999-02-02,79.29022979736328,126.125,127.21875,124.765625,127.078125,9194500
1999-02-03,80.0957260131836,127.40625,127.9375,125.65625,125.6875,10290700
1999-02-04,78.89725494384766,125.5,127.5,124.78125,127.375,7761100
1999-02-05,77.99359893798828,124.0625,125.65625,123.21875,125.65625,7516100
1999-02-08,78.15074157714844,124.3125,125.09375,123.34375,125.09375,8528400
1999-02-09,76.40226745605469,121.53125,124.5,121.515625,124.375,8985700
1999-02-10,76.8934555053711,122.3125,123.0,121.328125,122.125,6936700
1999-02-11,78.66152954101562,125.125,126.09375,122.5,123.0625,9181800
1999-02-12,77.7185287475586,123.625,125.5,122.625,124.8125,10676600
1999-02-16,77.2470474243164,122.875,125.625,122.875,124.75,6915500
1999-02-17,77.16845703125,122.75,125.359375,122.25,123.1875,7858100
1999-02-18,77.7774658203125,123.71875,124.375,122.21875,123.1875,9048900
1999-02-19,78.11146545410156,124.25,125.75,123.375,124.0,5312200
1999-02-22,80.19387817382812,127.5625,127.71875,124.28125,124.4375,10695800
1999-02-23,80.15460205078125,127.5,128.5,126.59375,127.59375,7770700
1999-02-24,78.7401123046875,125.25,128.84375,125.0,127.84375,7271000
1999-02-25,77.99359893798828,124.0625,125.28125,122.6875,124.53125,11633000
1999-02-26,77.67922973632812,123.5625,124.84375,122.8125,124.75,9621300
1999-03-01,77.8953628540039,123.90625,124.3125,122.375,123.65625,7607200
1999-03-02,77.207763671875,122.8125,125.3125,122.3125,124.5,9651500
1999-03-03,77.62032318115234,123.46875,123.5625,121.78125,123.09375,7881400
1999-03-04,78.60261535644531,125.03125,125.484375,123.265625,124.0625,8256400
1999-03-05,80.18409729003906,127.546875,128.125,126.5625,127.5,10703100
1999-03-08,80.70468139648438,128.375,128.796875,127.25,128.28125,4802200
1999-03-09,80.50825500488281,128.0625,129.9375,127.75,128.125,7893400
1999-03-10,81.21549987792969,129.1875,129.25,127.78125,128.46875,3950000
1999-03-11,82.11918640136719,130.625,131.1875,128.875,129.6875,6583700
1999-03-12,81.33336639404297,129.375,131.03125,129.21875,131.0,5286500
1999-03-15,82.49246978759766,131.21875,131.25,129.5,129.9375,5394400
1999-03-16,82.17813873291016,130.71875,131.65625,130.46875,131.125,4547500
