Date,Adj_Close_SPY,Close_SPY,High_SPY,Low_SPY,Open_SPY,Volume_SPY
2009-01-02,68.76057434082031,92.95999908447266,93.44000244140625,89.8499984741211,90.44000244140625,227566300
2009-01-05,68.67919158935547,92.8499984741211,93.66000366210938,91.88999938964844,92.62999725341797,240349700
2009-01-06,69.13780975341797,93.47000122070312,94.44999694824219,92.68000030517578,93.63999938964844,328260900
2009-01-07,67.06669616699219,90.66999816894531,92.26000213623047,90.19999694824219,92.0,280899200
2009-01-08,67.34040832519531,91.04000091552734,91.08999633789062,89.66999816894531,90.16000366210938,263834400
2009-01-09,65.89796447753906,89.08999633789062,91.31999969482422,85.36000061035156,91.16000366210938,330953600
2009-01-12,64.31507110595703,86.94999694824219,88.91000366210938,86.41000366210938,88.83999633789062,277858500
2009-01-13,64.43345642089844,87.11000061035156,87.87999725341797,86.19999694824219,86.7300033569336,356432300
2009-01-14,62.406700134277344,84.37000274658203,85.75,83.16000366210938,85.54000091552734,435491600
2009-01-15,62.42892074584961,84.4000015258789,85.25,81.72000122070312,84.12000274658203,532647300
2009-01-16,62.91710662841797,85.05999755859375,85.98999786376953,83.05000305175781,85.86000061035156,399237200
2009-01-20,59.59596252441406,80.56999969482422,85.05999755859375,80.05000305175781,84.2300033569336,419855200
2009-01-21,62.170005798339844,84.05000305175781,84.23999786376953,80.47000122070312,81.94000244140625,364360700
2009-01-22,61.20842361450195,82.75,84.04000091552734,81.16999816894531,82.41999816894531,427940300
2009-01-23,61.47473907470703,83.11000061035156,83.98999786376953,80.56999969482422,80.9000015258789,386800600
2009-01-26,61.8963623046875,83.68000030517578,85.36000061035156,82.80999755859375,83.58999633789062,317978800
2009-01-27,62.52507781982422,84.52999877929688,85.1500015258789,83.30000305175781,84.12999725341797,273789700
2009-01-28,64.64057159423828,87.38999938964844,87.94999694824219,86.06999969482422,86.4000015258789,330007000
2009-01-29,62.53987503051758,84.55000305175781,87.48999786376953,84.47000122070312,86.11000061035156,294392500
2009-01-30,61.267601013183594,82.83000183105469,85.4000015258789,82.20999908447266,84.9800033569336,383383600
2009-02-02,61.08272171020508,82.58000183105469,83.18000030517578,81.30999755859375,81.56999969482422,288233300
2009-02-03,61.94072341918945,83.73999786376953,84.36000061035156,82.22000122070312,83.0999984741211,278385800
2009-02-04,61.63743209838867,83.33000183105469,85.37000274658203,83.04000091552734,84.30000305175781,322989300
2009-02-05,62.55467224121094,84.56999969482422,85.29000091552734,77.7300033569336,82.69999694824219,417679400
2009-02-06,64.33727264404297,86.9800033569336,87.33999633789062,84.68000030517578,84.86000061035156,366101700
