Date,Adj_Close_SPY,Close_SPY,High_SPY,Low_SPY,Open_SPY,Volume_SPY
2004-01-02,74.68029022216797,111.2300033569336,112.19000244140625,110.7300033569336,111.73999786376953,38072300
2004-01-05,75.49266815185547,112.44000244140625,112.5199966430664,111.58999633789062,111.69000244140625,27959800
2004-01-06,75.56652069091797,112.55000305175781,112.7300033569336,112.0,112.16000366210938,20472800
2004-01-07,75.82167053222656,112.93000030517578,113.05999755859375,111.88999938964844,112.38999938964844,30170400
2004-01-08,76.12378692626953,113.37999725341797,113.41000366210938,112.7699966430664,113.25,36438400
2004-01-09,75.45909881591797,112.38999938964844,113.5,112.2699966430664,112.83000183105469,54084300
2004-01-12,76.0163803100586,113.22000122070312,113.25,112.36000061035156,112.55000305175781,31564100
2004-01-13,75.5732650756836,112.55999755859375,113.2300033569336,111.76000213623047,113.08999633789062,54239700
2004-01-14,76.20438385009766,113.5,113.66000366210938,112.66999816894531,112.76000213623047,30112800
2004-01-15,76.39238739013672,113.77999877929688,114.05999755859375,112.58000183105469,113.56999969482422,38408700
2004-01-16,76.69451904296875,114.2300033569336,114.30999755859375,113.62999725341797,114.04000091552734,31922700
2004-01-20,76.67436218261719,114.19999694824219,114.6500015258789,113.81999969482422,114.52999877929688,29863000
2004-01-21,77.27863311767578,115.0999984741211,115.30000305175781,113.72000122070312,114.12999725341797,30725000
2004-01-22,77.07720184326172,114.80000305175781,115.37999725341797,114.58000183105469,115.13999938964844,29888500
2004-01-23,76.82877349853516,114.43000030517578,115.37000274658203,113.94999694824219,115.0,44245300
2004-01-26,77.79560852050781,115.87000274658203,115.93000030517578,114.37999725341797,114.38999938964844,30460600
2004-01-27,76.99665832519531,114.68000030517578,116.5,114.6500015258789,115.75,35322800
2004-01-28,76.11712646484375,113.37000274658203,115.27999877929688,112.94000244140625,114.9800033569336,52621300
2004-01-29,76.1909408569336,113.4800033569336,113.8499984741211,112.55999755859375,113.55999755859375,60117100
2004-01-30,76.1909408569336,113.4800033569336,113.72000122070312,113.08999633789062,113.5199966430664,30984400
