Date,Adj_Close_SPY,Close_SPY,High_SPY,Low_SPY,Open_SPY,Volume_SPY
2013-01-02,117.62481689453125,146.05999755859375,146.14999389648438,144.72999572753906,145.11000061035156,192059000
2013-01-03,117.35905456542969,145.72999572753906,146.3699951171875,145.33999633789062,145.99000549316406,144761800
2013-01-04,117.87447357177734,146.3699951171875,146.61000061035156,145.6699981689453,145.97000122070312,116817700
2013-01-07,117.55231475830078,145.97000122070312,146.11000061035156,145.42999267578125,145.85000610351562,110002500
2013-01-08,117.21415710449219,145.5500030517578,145.91000366210938,144.97999572753906,145.7100067138672,121265100
2013-01-09,117.51206970214844,145.9199981689453,146.32000732421875,145.63999938964844,145.8699951171875,90745600
2013-01-10,118.44627380371094,147.0800018310547,147.08999633789062,145.97000122070312,146.72999572753906,130735400
2013-01-11,118.43824768066406,147.07000732421875,147.14999389648438,146.61000061035156,147.0399932861328,113917300
2013-01-14,118.35769653320312,146.97000122070312,147.07000732421875,146.42999267578125,146.88999938964844,89567200
2013-01-15,118.43824768066406,147.07000732421875,147.2100067138672,146.1999969482422,146.2899932861328,93172600
2013-01-16,118.42211151123047,147.0500030517578,147.27999877929688,146.61000061035156,146.77000427246094,104849500
2013-01-17,119.18714904785156,148.0,148.4199981689453,147.14999389648438,147.6999969482422,133833500
2013-01-18,119.45291900634766,148.3300018310547,148.49000549316406,147.42999267578125,147.97000122070312,169906000
2013-01-22,120.09716796875,149.1300048828125,149.1300048828125,147.97999572753906,148.3300018310547,111797300
2013-01-23,120.29041290283203,149.3699951171875,149.5,148.86000061035156,149.1300048828125,104596100
2013-01-24,120.32266998291016,149.41000366210938,150.13999938964844,149.00999450683594,149.14999389648438,146426400
2013-01-25,120.99913024902344,150.25,150.25,149.3699951171875,149.8800048828125,147211600
2013-01-28,120.8541488647461,150.07000732421875,150.3300018310547,149.50999450683594,150.2899932861328,113357700
2013-01-29,121.32929229736328,150.66000366210938,150.85000610351562,149.6699981689453,149.77000427246094,105694400
2013-01-30,120.8541488647461,150.07000732421875,150.94000244140625,149.92999267578125,150.63999938964844,137447700
2013-01-31,120.55616760253906,149.6999969482422,150.3800048828125,149.60000610351562,149.88999938964844,108975800
2013-02-01,121.79638671875,151.24000549316406,151.4199981689453,150.38999938964844,150.64999389648438,131173000
2013-02-04,120.42733001708984,149.5399932861328,151.27000427246094,149.42999267578125,150.32000732421875,159073600
2013-02-05,121.64335632324219,151.0500030517578,151.47999572753906,150.2899932861328,150.35000610351562,113912400
2013-02-06,121.73201751708984,151.16000366210938,151.25999450683594,150.41000366210938,150.52000427246094,138762800
2013-02-07,121.57086944580078,150.9600067138672,151.35000610351562,149.86000061035156,151.2100067138672,162490000
2013-02-08,122.24734497070312,151.8000030517578,151.88999938964844,151.22000122070312,151.22000122070312,103133700
2013-02-11,122.22319030761719,151.77000427246094,151.89999389648438,151.38999938964844,151.74000549316406,73775000
2013-02-12,122.42461395263672,152.02000427246094,152.3000030517578,151.61000061035156,151.77999877929688,65392700
2013-02-13,122.52922058105469,152.14999389648438,152.61000061035156,151.72000122070312,152.3300018310547,82322600
2013-02-14,122.64196014404297,152.2899932861328,152.47000122070312,151.52000427246094,151.69000244140625,80834300
2013-02-15,122.49697875976562,152.11000061035156,152.58999633789062,151.5500030517578,152.42999267578125,215226500
2013-02-19,123.41507720947266,153.25,153.27999877929688,152.16000366210938,152.3699951171875,95105400
2013-02-20,121.87696838378906,151.33999633789062,153.19000244140625,151.25999450683594,153.13999938964844,160574800
2013-02-21,121.13603210449219,150.4199981689453,151.4199981689453,149.94000244140625,150.9600067138672,183257000
2013-02-22,122.31982421875,151.88999938964844,151.88999938964844,150.49000549316406,151.14999389648438,106356600
2013-02-25,119.99244689941406,149.0,152.86000061035156,149.0,152.6300048828125,245824800
2013-02-26,120.81394958496094,150.02000427246094,150.1999969482422,148.72999572753906,149.72000122070312,186596200
2013-02-27,122.33599853515625,151.91000366210938,152.3300018310547,149.75999450683594,149.88999938964844,150781900
2013-02-28,122.0943374633789,151.61000061035156,152.8699951171875,151.41000366210938,151.89999389648438,126866000
2013-03-01,122.49697875976562,152.11000061035156,152.33999633789062,150.41000366210938,151.08999633789062,170634800
2013-03-04,123.14929962158203,152.9199981689453,152.9199981689453,151.52000427246094,151.75999450683594,99010200
2013-03-05,124.2525634765625,154.2899932861328,154.6999969482422,153.63999938964844,153.66000366210938,121431900
2013-03-06,124.42172241210938,154.5,154.9199981689453,154.16000366210938,154.83999633789062,94469900
2013-03-07,124.64720916748047,154.77999877929688,154.97999572753906,154.52000427246094,154.6999969482422,86101400
2013-03-08,125.1787338256836,155.44000244140625,155.64999389648438,154.66000366210938,155.4600067138672,123477800
2013-03-11,125.6539077758789,156.02999877929688,156.0399932861328,155.1300048828125,155.32000732421875,83746800
