Date,Adj_Close_AAPL,Close_AAPL,High_AAPL,Low_AAPL,Open_AAPL,Volume_AAPL
1999-01-04,0.31034055352211,0.3683040142059326,0.37723198533058167,0.35714301466941833,0.376116007566452,952884800
1999-01-05,0.3258574903011322,0.3867189884185791,0.39229899644851685,0.3705359995365143,0.3744420111179352,1410113600
1999-01-06,0.3141021728515625,0.37276801466941833,0.3939729928970337,0.3660709857940674,0.3939729928970337,1348569600
1999-01-07,0.338553249835968,0.4017859995365143,0.4023439884185791,0.376116007566452,0.37723198533058167,1429019200
1999-01-08,0.338553249835968,0.4017859995365143,0.4185270071029663,0.39285698533058167,0.41573700308799744,678832000
1999-01-11,0.3451358675956726,0.4095979928970337,0.41127198934555054,0.40066999197006226,0.40848198533058167,560974400
1999-01-12,0.34701645374298096,0.41183000802993774,0.41629499197006226,0.3939729928970337,0.4135040044784546,820736000
1999-01-13,0.3498384356498718,0.4151790142059326,0.4224329888820648,0.37723198533058167,0.3828130066394806,1047816000
1999-01-14,0.31128090620040894,0.36941999197006226,0.4107140004634857,0.3666290044784546,0.40625,1723859200
1999-01-15,0.31081074476242065,0.36886200308799744,0.376116007566452,0.35714301466941833,0.37332600355148315,1006006400
1999-01-19,0.3075186312198639,0.36495500802993774,0.37779000401496887,0.360491007566452,0.3744420111179352,534889600
1999-01-20,0.3051678240299225,0.36216500401496887,0.375,0.36160698533058167,0.3666290044784546,778120000
1999-01-21,0.2920019328594208,0.34654000401496887,0.36216500401496887,0.3348209857940674,0.36104899644851685,600488000
1999-01-22,0.29153162240982056,0.34598198533058167,0.3526790142059326,0.33091500401496887,0.3364959955215454,345766400
1999-01-25,0.29623427987098694,0.3515630066394806,0.35323700308799744,0.34654000401496887,0.3504459857940674,385336000
1999-01-26,0.30469775199890137,0.36160698533058167,0.36495500802993774,0.35379499197006226,0.35658499598503113,560044800
1999-01-27,0.301876425743103,0.358258992433548,0.36941999197006226,0.35658499598503113,0.3660709857940674,364952000
1999-01-28,0.3075186312198639,0.36495500802993774,0.3683040142059326,0.3599329888820648,0.36495500802993774,336280000
1999-01-29,0.30987033247947693,0.3677459955215454,0.3710939884185791,0.35714301466941833,0.3677459955215454,242715200
1999-02-01,0.30798882246017456,0.36551299691200256,0.3744420111179352,0.3599329888820648,0.37220999598503113,278913600
1999-02-02,0.2948228716850281,0.34988799691200256,0.3638390004634857,0.3482140004634857,0.360491007566452,307160000
1999-02-03,0.302346795797348,0.3588170111179352,0.36216500401496887,0.34598198533058167,0.3482140004634857,338744000
1999-02-04,0.28494900465011597,0.33816999197006226,0.359375,0.3370540142059326,0.3588170111179352,463780800
1999-02-05,0.27319368720054626,0.3242189884185791,0.342633992433548,0.3169640004634857,0.34151801466941833,777201600
1999-02-08,0.2840086817741394,0.3370540142059326,0.33872801065444946,0.3236609995365143,0.3275670111179352,468227200
1999-02-09,0.27977633476257324,0.3320310115814209,0.34877198934555054,0.33091500401496887,0.33872801065444946,701153600
1999-02-10,0.2882404029369354,0.34207600355148315,0.34542399644851685,0.3214290142059326,0.329241007566452,563628800
1999-02-11,0.298115074634552,0.35379499197006226,0.3549109995365143,0.3443079888820648,0.34598198533058167,565196800
1999-02-12,0.28353849053382874,0.3364959955215454,0.34933000802993774,0.33035698533058167,0.34933000802993774,428904000
1999-02-16,0.2882404029369354,0.34207600355148315,0.3470979928970337,0.33816999197006226,0.3470979928970337,300227200
1999-02-17,0.27836570143699646,0.33035698533058167,0.34542399644851685,0.32979899644851685,0.3404020071029663,296060800
1999-02-18,0.2708428204059601,0.3214290142059326,0.33816999197006226,0.31752198934555054,0.3353790044784546,500169600
1999-02-19,0.27977633476257324,0.3320310115814209,0.3364959955215454,0.32310301065444946,0.3236609995365143,361692800
1999-02-22,0.28918078541755676,0.3431920111179352,0.3470979928970337,0.3325890004634857,0.33370500802993774,298670400
1999-02-23,0.28918078541755676,0.3431920111179352,0.35323700308799744,0.33872801065444946,0.3443079888820648,322179200
1999-02-24,0.2816568613052368,0.33426299691200256,0.3482140004634857,0.33370500802993774,0.34654000401496887,212755200
1999-02-25,0.2778954803943634,0.32979899644851685,0.3364959955215454,0.32589301466941833,0.33314698934555054,264600000
1999-02-26,0.2619084417819977,0.31082600355148315,0.33035698533058167,0.3080359995365143,0.32589301466941833,667251200
1999-03-01,0.2539144456386566,0.3013390004634857,0.31082600355148315,0.3002229928970337,0.31082600355148315,487827200
